word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
klaksón	+	+	2	n	aó	ó		"-a/-uhúkačka na motor. vozidlách: huk k-ov"	
kľak	-	+	1	k	a	a		"-upokľaknutie; poloha pri pokľaknutí"	
klamár	+	-	2	r	aá	á		"-akto klame, luhár, cigán;"	
klampiar	+	-	3	r	aia	a		"-aodborník na výr. al. opravu rozlič. predmetov z plechu;"	
klam	-	+	1	m	a	a		"-u 1. predstava nezodpovedajúca skutočnosti, zdanie: optický k.2. klamanie, pretvárka, podvod: získať niečo k-om"	абстрактное понятие
klan	-	+	1	n	a	a		"-upevne uzavreté spoločenstvo: rodinný, vojenský k."	
klát	+	-	1	t	á	á		"-a 1. kratší kus hrubého kmeňa stromu (na kálanie dreva, sekanie mäsa ap.): sedieť na k-e, katov k.2. úľ (v podobe kláta)● spadnúť ako k. bezmocne;ležať ako k. nehybne;"	
klátik	+	-	2	k	ái	i	ik	"-a"	
klátisko	+	-	3		áio	o		NOT FOUND	
klaun	+	-	2	n	au	u		"-aartista predvádzajúci komické číslo (v cirkuse);"	
klavírik	+	-	3	k	aíi	i	ik	NOT FOUND	
klavirista	-	+	4		aiia	a		"-ukto hrá na klavíri, pianista;"	
klenotník	+	-	3	k	eoí	í	ník	"-a-ciodborník pri výr. klenotov; predavač klenotov; samostatný živnostník; zlatník;"	
klenot	-	+	2	t	eo	o	ot	"-ušperk, skvost: rodinné, korunovačné k-y;"	
klerikál	+	-	3	l	eiá	á	ál	"-aprívrženec klerikalizmu;"	
klerikalizmus	-	+	5	s	eiaiu	u		"-muúsilie o uplatnenie vplyvu cirkvi v polit. živote;"	
klerik	+	-	2	k	ei	i	ik	"-a -ci 1. kto prijal posvätnú vysviacku 2.seminarista, bohoslovec"	
klérus	-	+	2	s	éu	u		"-ruduchovenstvo: vysoký k., katolícky k."	
klientelizmus	-	+	5	s	ieeiu	u		"-muuprednostňovanie istých klientov (vzhľadom na vlastné záujmy, výhody ap.), protekcionárstvo"	
klinček	+	-	2	k	ie	e		"-a 1.2. voňavý kvietok s dlhou byľou a úzkymi listami, : k. poľný, k. záhradný3.k-y sušené púčiky tropického stromu klinčekovca voňavého, použ. ako voňavé korenie;"	
klinec	+	-	2	c	ie	e	inec	"-nca 1. (kovový) tenký, špicatý predmet s hlavičkou na pribíjanie niečoho: hrdzavý k., zatĺcť k. do steny, zhlobiť latky k-ami, zavesiť obraz na k.2. klinček : kytica červených k-ov●aj k-e by pojedol je veľmi hladný;trafiť, udrieť k. po hlave, po hlavičke vystihnúť podstatu veci;zavesiť učenie ap. na k. zanechať;→ zlatý k. programu;"	артефакт
klobúčik	+	-	3	k	oúi	i	ik	NOT FOUND	
klobučník	+	-	3	k	ouí	í	ník	NOT FOUND	
klobúk	+	-	2	k	oú	ú		"-a 1. prikrývka hlavy z pevnejšieho materiálu (so strieškou): pánsky, dámsky k., plstený k., založiť si k., dať si k. na hlavu2. vec podobná klobúku: k. huby;k. cukru homoľa ● k. dolu (pred ním) zasluhuje uznanie; to si nedáš za k. (, čo ti poviem) nebudeš sa tým chváliť;mať pod k-om byť podnapitý;"	
klokoč	+	-	2	č	oo	o	č	NOT FOUND	
klokot	-	+	2	t	oo	o	ot	"-uklokotanie: k. vriacej vody;k. bystriny"	
klub	-	+	1	b	u	u		"-uzdruženie na pestovanie záujmovej činnosti al. spoloč. stykov; spoloč. miestnosť na tento cieľ, klubovňa: k. filatelistov, športový k.;k. dôchodcov, závodný k.;chodiť do k-u, interiér k-u;"	
kľúč	+	-	1	č	ú	ú		"-a 1. nástroj na zamykanie a odomykanie zámky: k-e od bytu, patentný k., zatvoriť (dvere) k-om, na k.2. nástroj na uťahovanie a manipuláciu : maticový k.;→ francúzsky k.3. pomôcka na rozlúštenie, vysvetlenie al. určenie niečoho: šifrovací k.;botanický k. na určovanie rastlín; notový k. určujúci tónovú výšku nôt v osnove4.telegrafný, telefónny k. spínač prúdového okruhu5. prostriedok na získanie ap. niečoho: k. k vedomostiam, k úspechu, k tajomstvu● postaviť, dostať (dom) na k. úplne hotový, pripravený na používanie;"	артефакт
kľučiar	+	-	3	r	uia	a		"-akto má na starosti kľúče: zámocký k.;"	
kľúčik	+	-	2	k	úi	i	ik	"-a"	
klus	-	+	1	s	u	u		"-umierny pravidelný beh"	
klzák	+	-	1	k	á	á	ák	"-a 1. bezmotorové lietadlo, vetroň2. ľahký motorový čln"	
kmeň	+	-	1	ň	e	e		"-a 1. (nerozvetvená) časť stromu, kt. nesie korunu: hladký k., bútľavý k. vŕby2. v prvotnom spoloč. systéme spoločenstvo viacerých rodov3. národnostne príbuzné spoločenstvo: indiánske, germánske k-e4.skupina príbuzných tried v systéme živočíchov a rastlín; potomstvo jednej bunky: bakteriálne k-e5.časť slova po odpojení gram. morfémy: infinitívny k.;"	
kmitočet	-	+	3	t	ioe	e		"-čtupočet kmitov za sekundu, frekvencia "	
kmit	-	+	1	t	i	i		"-u 1.pohyb, kt. vykoná periodicky kmitajúci hmotný bod v istom časovom úseku2.kmityopakované drobné pohyby (končatín) v striedavom smere (do 45°): k-y nohami, k-y v upažení"	
kňaz	+	-	1	z	a	a		"-akto z povolania vykonáva náb. úkony: katolícky k., evanjelickí k-i;pohanskí k-i; kto prijal 2. st. posvätnej vysviacky, presbyter: k. slúži omšu, spovedá;"	
knihár	+	-	2	r	iá	á		"-aodborník na viazanie kníh;"	
knihovník	+	-	3	k	ioí	í	ník	NOT FOUND	
koaličník	+	-	4	k	oaií	í	ník	"-a-cipríslušník koalície: aj podaktorí k-ci hlasovali proti;"	
kobalt	-	+	2	lt	oa	a		"-ukovový chem. prvok,Co;"	
koberček	+	-	3	k	oee	e		"-a"	
koberec	+	-	3	c	oee	e	ec	"-rcapokrovec: plyšový k., ručne tkaný k., prášiť k-e;"	
koč	+	-	1	č	o	o		"-aštvorkolesové vozidlo na dopravu osôb ťahané koňmi: panský k., ľahký, krytý k."	
kočíček	+	-	3	k	oíe	e	íček	"-čka"	
kočík	+	-	2	k	oí	í	ík	"-avozík na prevážanie malých detí: hlboký, skladací k.;k. pre bábiku;"	
kočiš	+	-	2	š	oi	i		"-akto poháňa záprah koní: panský, mestský k.;"	
kočovník	+	-	3	k	ooí	í	ovník	"-a-cikto kočuje , nomád;"	
kohút	+	-	2	t	oú	ú		"-a-ysamec kúr;● červený ako k. od hnevu;dva k-y, dvaja k-i na jednom smetisku sokovia v bezprostrednej blízkosti; červený k. na streche požiar;"	
kohútik	+	-	3	k	oúi	i	ik	"-a 1.-ykohút: k-y a sliepočky2.kohút uzáver vývodu kvapaliny al. plynu v potrubí: vodovodný k.;uzavrieť hlavný k.3. súčiastka spúšťacieho mechanizmu niekt. strelných zbraní: stisnúť k.4. vlasy dieťaťa vyčesané dohora: urobiť (dieťaťu) k., k-ka;"	
kokón	+	+	2	n	oó	ó		NOT FOUND	
kokosovník	+	-	4	k	oooí	í	ník	"-apalma rodiaca kokosy,"	
kokos	-	+	2	s	oo	o		"-utvrdý guľovitý plod kokosovníka použ. na výr. rastlinného tuku ap.;"	
koláč	+	-	2	č	oá	á	č	"-a 1. pečený múčnik v rozlič. úprave: makový, jablkový k., dať k. na plech2. vec podobná koláču: plodový k. placenta;krvný k. zrazenina●(dostať) z k-a dieru (nedostať) nič;bez práce nie sú k-e;"	
koláčik	+	-	3	k	oái	i	ik	"-a : medový k., k-y s tvarohom; deti si robia z hliny k-y"	
kolagén	-	+	3	n	oaé	é		"-ubielkovina obsiahnutá v kostiach a väzive"	
kolaps	-	+	2	ps	oa	a		"-unáhle ochabnutie organizmu vyvolané zlyhaním krvného obehu, zrútenie sa;"	
kolár	+	-	2	r	oá	á		NOT FOUND	
kolchoz	-	+	2	z	oo	o		NOT FOUND	
kolega	-	+	3		oea	a		"-u-oviačlovek rovnakého povolania; spolupracovník: k. z úradu, zo štúdií;pán k.! oslovenie;"	
kolektivista	-	+	5		oeiia	a		"-ustúpenec kolektivizmu;"	
kolektivizmus	-	+	5	s	oeiiu	u		"-mudôraz na potrebu podradiť osobné záujmy záujmom kolektívu (štátu, istej skupine ap.),individualizmus;"	абстрактное понятие
kolektív	-	+	3	v	oeí	í		"-uskupina ľudí spätá spoločnou prácou, spoločnými záujmami al. cieľom: výrobný k., mládežnícky k., k. autorov, člen k-u, tvoriť, viesť k.;"	абстрактное понятие
kôl	+	-	1	l	ô	ô		"kolahrubšia žrď na jednom konci zahrotená: zatĺcť k. do zeme●je ako k. v plote sám, opustený;ukazovať, maľovať ap. → straky na k-e;"	
kolobeh	-	+	3	h	ooe	e		"-upohyb v kruhu, obeh; opakovanie, striedanie javov: k. vody v prírode;k. ročných období, k. dejín, života"	
kolonialista	-	+	6		ooiaia	a		"-upredstaviteľ al. stúpenec kolonializmu;"	
kolonializmus	-	+	6	s	ooiaiu	u		"-musystém polit. a hosp. nadvlády nad málo rozvinutými krajinami;"	абстрактное понятие
kolonista	-	+	4		ooia	a		"-ukto kolonizuje (neobývané kraje), prisťahovalec: mestá založené k-mi"	
kolonizátor	+	-	5	r	ooiáo	o		"-akto kolonizuje : britskí k-i;"	
kolos	+	-	2	s	oo	o		"-a 1. staroveká socha obrovských rozmerov: egyptské k-y2. vec takýchto rozmerov: oceľový k. ťažký stroj ap."	
kombinát	-	+	3	t	oiá	á		"-uspojenie závodov viacerých súvisiacich odvetví: stavebný, hutný k."	
komentátor	+	-	4	r	oeáo	o		"-akto komentuje, (kriticky) posudzuje: rozhlasový k.;"	
komfort	-	+	2	rt	oo	o		"-unáročné vybavenie; pohodlie, prepych: veľkomestský k., hotel zariadený s k-om;"	абстрактное понятие
komik	+	-	2	k	oi	i	ik	"-a-ci 1. herec účinkujúci v komických úlohách: divadelný, filmový k.2.kto vystrája žartovné kúsky, figliar: k. spoločnosti;"	
komiks	-	+	2	ks	oi	i		"-u kreslený seriál komických, dobrodružných ap. príbehov (v časopisoch): smiať sa na k-och"	
kompán	+	-	2	n	oá	á		NOT FOUND	
kompár	+	-	2	r	oá	á		"-akto obsluhuje kompu, prievozník"	
komparatista	-	+	5		oaaia	a		NOT FOUND	
komparatív	-	+	4	v	oaaí	í		"-u2. (porovnávací) st. pri príd. a prísl. utvorený príponami -(ej)ší, -(ej)šie ( vyšší, múdrejšie)"	
komparzista	-	+	4		oaia	a		"-u ;"	
komparz	-	+	2	rz	oa	a		"-uzbor štatistov: filmový, divadelný k.;"	абстрактное понятие
kompas	-	+	2	s	oa	a		"-uprístroj na určovanie svet. strán pomocou magnetky;"	
komplot	-	+	2	t	oo	o	ot	"-usprisahanie; vzbura: zosnovať k."	
kompromis	-	+	3	s	ooi	i		"-udohoda na zákl. vzájomných ústupkov: nevyhnutný k.;nepozná k. je zásadový□ robiť k-y;"	
komunista	-	+	4		ouia	a		"-ustúpenec komunizmu; člen komunistickej strany;"	
komunizmus	-	+	4	s	ouiu	u		NOT FOUND	
koňačik	+	-	3	k	oai	i	ik	"-a"	
koňak	-	+	2	k	oa	a		"-uliehový nápoj vyrobený destiláciou vína: francúzsky k.;vajcový k. likér so žĺtkami;"	
konárik	+	-	3	k	oái	i	ik	"-a"	
konateľ	+	-	3	ľ	oae	e		"-a-ia 1. zástupca, agent: k. firmy2. funkcionár nejakej organizácie majúci na starosti istú agendu, tajomník: k. spolku, k. združenia;"	
konček	+	-	2	k	oe	e		NOT FOUND	
koncept	-	+	2	pt	oe	e		"-u 1. prvé písomné spracovanie, náčrt,čistopis: hrubý k. článku, zostaviť k.2.koncepcia: (ne)mať vlastný k. riešenia□ vyviesť z k-u zmiasť● → vyjsť z k-u;"	абстрактное понятие
končiarik	+	-	4	k	oiai	i	ik	"-a"	
kondenzát	-	+	3	t	oeá	á		NOT FOUND	
kondóm	-	+	2	m	oó	ó		"-uprezervatív"	
konečník	+	-	3	k	oeí	í	ník	"-avývod hrubého čreva;"	
konformista	-	+	4		ooia	a		"-ukomu je vlastný konformizmus;"	
konformizmus	-	+	4	s	ooiu	u		"-mupasívne prispôsobovanie, prispôsobenie jestvujúcim pomerom, názorom, prispôsobivosť,nonkonformizmus: myšlienkový k.;"	абстрактное понятие
kongresman	+	-	3	n	oea	a		"-ačlen amer. parlamentu"	
kongres	-	+	2	s	oe	e		"-umedzinár. (prac.) zhromaždenie odborníkov, politikov ap.: mierový k., k. chirurgov;"	
koničkár	+	-	3	r	oiá	á		NOT FOUND	
koniec	+	-	3	c	oie	e	ec	"koncov,koniec koncomnapokon, nakoniec, konečne: žijeme k. k. iba raz"	
konjunkturalista	-	+	6		ouuaia	a		NOT FOUND	
konjunkturalizmus	-	+	6	s	ouuaiu	u		NOT FOUND	абстрактное понятие
konkurz	-	+	2	rz	ou	u		"-u 1. súbeh o (funkčné) miesto: vypísať k. na obsadenie miesta profesora2. obch. úpadok, bankrot: ohlásiť k.;zákon o k-e a vyrovnaní zákon o bankrote;"	
konštruktér	+	-	3	r	oué	é		"-atech. pracovník navrhujúci konštrukcie: k. lodí, lietadiel;"	абстрактное понятие
kontext	-	+	2	xt	oe	e		"-utextová spojitosť, súvis; súvislý text: veta vytrhnutá z k-u;"	абстрактное понятие
kontraband	-	+	3	nd	oaa	a		NOT FOUND	абстрактное понятие
kontrabasista	-	+	5		oaaia	a		"-uhudobník hrajúci na kontrabase;"	
kontrabas	-	+	3	s	oaa	a		"-unajväčší sláčikový hud. nástroj s hlbokým tónovým rozsahom, basa: hrať na k-e;"	артефакт
kontrarevolucionár	+	-	8	r	oaeouioá	á		NOT FOUND	
kontráš	+	-	2	š	oá	á	áš	"-a2. huslista v ľud. hudbe, kapele"	
kontrast	-	+	2	st	oa	a		"-u 1. úplná odlišnosť, protiklad, opak: farebný k., k. medzi ideálnym a reálnym2. pomer najhlbšieho tieňa a najvyššieho jasu na fot. snímke, obrazovke ap.: zvýšiť k.□ byť v k-e kontrastovať;"	абстрактное понятие
kontrolór	+	-	3	r	ooó	ó		"-akto vykonáva kontrolu: technický, nemocenský k.;"	
konvertita	-	+	4		oeia	a		"-ukto prijal iné vierovyznanie;"	
konvoj	+	-	2	j	oo	o		NOT FOUND	
kopáč	+	-	2	č	oá	á	č	"-akto sa zamestnáva kopaním: k. vo vinici, k-i zeminy;"	
kopanec	+	-	3	c	oae	e	ec	"-nca 1. úder kopnutím: dostať k., rozdávať k-e2.hlúpy čin: urobiť k."	
kopaničiar	+	-	5	r	oaiia	a		"-aobyvateľ kopaníc;"	
kopček	+	-	2	k	oe	e		"-a ;"	
kopčisko	+	-	3		oio	o		"-a -čísk"	
kopec	+	-	2	c	oe	e	ec	"-pca 1. (menší) vrch, vyvýšenina: strmý, mierny k., okrúhle k-e, vyjsť na k.2. svah, breh, vrch: motor dobre (ne)ťahá do k-a, hore k-om● → ide to s ním dolu k-om;"	
kôpkovač	+	-	3	č	ôoa	a	č	NOT FOUND	
kop	-	+	1	p	o	o		"-ukopnutie : k. od bránky, pokutový k. "	
koráb	+	+	2	b	oá	á		"-a/-uv min. veľká drevená loď: Noemov k.; kozmický k. kozmická loď;"	
koráľ	+	-	2	ľ	oá	á		"-a 1. guľkový, valčekový ap. útvar z rozlič. materiálu použ. v bižutérii,granátka: navliekať k-e2. korále -ovnáhrdelník z koráľov;"	
korálik	+	-	3	k	oái	i	ik	"-akoráliky -ov : sklený k., detské k-y; izolačný k."	
kordón	-	+	2	n	oó	ó		"-urad vojakov al. príslušníkov bezpečnosti brániacich prístup niekam: policajný k., postaviť, preraziť k."	
kordován	-	+	3	n	ooá	á		"-unamäkko vypracovaná kozia koža: čižmy z k-u;"	
koreň	+	-	2	ň	oe	e		"-a 1. podzemná časť rastliny, ktorou je rastlina upevnená v zemi a čerpá z pôdy živiny: hrčovité k-e, jedlý k. mrkvy;zapustiť k-e ujať saudomácniť sa2. časť niekt. orgánov, ktorými sú spojené s organizmom: k. jazyka, nosa, zuba3.zákl. časť:k. slova; k. rovnice číselné vyjadrenie neznámej□ mať k-e v niečom koreniť1● mať zdravý k. mať pevné zdravie;to je k. (všetkého) zla podstata, príčina;to má hlboké, hlbšie k-e vážnu príčinu;ísť na k. veci skúmať podstatu;vykynožiť, vytrhnúť niečo aj s k-mi úplne odstrániť;"	
korheľ	+	-	2	ľ	oe	e		"-a opilec, pijan;"	
korienok	+	-	4	k	oieo	o	ok	NOT FOUND	
koristník	+	-	3	k	oií	í	ník	"-a-cikto koristí: vojnový k., obete k-ov;"	
kornút	+	-	2	t	oú	ú		"-apapierové vrecúško zúžené smerom nadol; iný obal takéhoto tvaru;"	
kornútik	+	-	3	k	oúi	i	ik	"-a : k. cukríkov;k. zmrzliny"	
korpus	-	+	2	s	ou	u		"-u 1.telo : kríž s k-om2. podstatná časť niečoho: k. skrine, k. hudobného nástroja, k. torty3.súbor skúmaných prvkov: štatistický k.;textový k. súbor textov v počítačovom spracovaní určený na ved. výskum"	
korzár	+	-	2	r	oá	á		"-anámorný lúpežník chránený krajinou, ktorej slúžil; námorný lúpežník vôbec, pirát;"	
kostol	+	-	2	l	oo	o		"-abudova na (kresť.) bohoslužby, chrám: barokový k., chodiť do k-a● ticho ako v k-e celkom; → naučím ťa po k-e hvízdať;"	
kostolík	+	-	3	k	ooí	í	ík	"-a"	
kostolník	+	-	3	k	ooí	í	ník	"-a-cikto sa stará o poriadok v sakristii, v kostole ap.;"	
kotrmelec	+	-	3	c	oee	e	ec	"-lcakotúľ: robiť k-e,nerozvážne postupovať, robiť chyby ap."	
kotúľ	+	-	2	ľ	oú	ú		"-acvik, pri kt. sa otáčajúce sa telo dotýka podložky plecami, kotrmelec"	
kováč	+	-	2	č	oá	á	č	NOT FOUND	
kozáčik	+	-	3	k	oái	i	ik	"-a/-čkarus. ľud. tanec"	
kozák	+	-	2	k	oá	á	ák	NOT FOUND	
kožiar	+	-	3	r	oia	a		"-aodborník v kožiarstve;"	
kožkár	+	-	2	r	oá	á		NOT FOUND	
kozlík	+	-	2	k	oí	í	ík	"-avyvýšené sedadlo na voze pre pohoniča: vysadnúť na k."	
kozmetik	+	-	3	k	oei	i	ik	NOT FOUND	
kozmodróm	-	+	3	m	ooó	ó		NOT FOUND	
kozmonaut	+	-	4	t	ooau	u		"-aúčastník kozmického letu, astronaut;"	
kozmopolita	-	+	5		oooia	a		NOT FOUND	
kozmopolitizmus	-	+	6	s	oooiiu	u		NOT FOUND	
kozmos	-	+	2	s	oo	o		"-muvesmír: výskum k-u;"	
kozub	+	-	2	b	ou	u		"-a 1. otvorené ohnisko stavebne upravené na vykurovanie miestností2. v min. takéto ohnisko použ. najmä na varenie;"	абстрактное понятие
kožuch	+	-	2	ch	ou	u		"-a 1. kožušinový al. kožušinou podšitý kabát: slovenský k., norkový k.2. srsť, kožušina: zajac v zimnom k-u●vyprášiť niekomu k. zbiť ho;pustiť niekomu blchu do k-a znepokojiť ho;→ držať sa niekoho, niečoho ako voš k-a;"	
krach	-	+	1	ch	a	a		NOT FOUND	
krájač	+	-	2	č	áa	a	č	"-astroj(ček) na krájanie: k. chleba;k. koží"	
kraj	+	-	1	j	a	a		"-a 1. miesto najviac vzdialené od stredu, okraj; časový začiatok al. koniec: k. stola, zastať na k-i chodníka, spevnené k-e niečoho;začať od k-a;na k-i svetovej vojny2. krajina, územie, oblasť: rodný k., úrodný, hornatý k., ďaleké k-e3. územná administratívnosprávna jednotka väčšia ako okres: Slovensko sa delí na k-e4. vlasť: vrátiť sa do k-a● ísť na k. sveta veľmi ďaleko;to nemá → konca k-a;plač už má na k-i je blízky plaču;"	
krajan	+	-	2	n	aa	a		"-a-iačlovek pochádzajúci z toho istého mesta, kraja, štátu, rodák: stretnutie k-ov, naši k-ia v Amerike;"	
krajček	+	-	2	k	ae	e	ček	"-a"	
krajčír	+	-	2	r	aí	í		"-aodborník na zhotovovanie odevov; samostatný živnostník: pánsky, dámsky k.;"	
krajec	+	-	2	c	ae	e	ec	"-jcaplochý kúsok odkrojeného chleba: hrubý, tenký k. (chleba);"	
krajíček	+	-	3	k	aíe	e	íček	"-čka: na samom k-u"	
krajinár	+	-	3	r	aiá	á		NOT FOUND	
kráľ	+	-	1	ľ	á	á		"-a 1. panovník v monarchii: stredovekí k-i;k. Svätopluk, k. Matej Korvín; sviatok Troch k-ov, na Tri k-e 6. januára2. osoba majúca rozhodujúci vplyv vo svojom odbore; vynikajúci jednotlivec: automobilový, oceliarsky k.;nekorunovaný k. (v športe ap.);lev, k. zvierat3. hlavná figúrka v šach. hre4. jedna z vyšších kariet kartovej hry (medzi horníkom a esom): srdcový k.●pre pána k-a! zvolanie pri prekvapení ap.; tam, kde aj k. chodí pešo na záchod(e)"	
králik	+	-	2	k	ái	i	ik	NOT FOUND	
králikár	+	-	3	r	áiá	á	ár	"-achovateľ domácich králikov"	
kráľovič	+	-	3	č	áoi	i	č	"-a kráľovský syn, princ"	
krámik	+	-	2	k	ái	i	ik	"-a"	
krám	-	+	1	m	á	á		"-u 1. (malý) obchod al. stánok s rozlič. drobným tovarom: dedinský, jarmočnícky k.2.haraburdy: vyhodiť staré k-y● aký → pán, taký k.;to sa mu (ne)hodí do k-u to mu (ne)vyhovuje;"	
krásavec	+	-	3	c	áae	e	ec	"-vcapekný, krásny muž: obdivovaný k.;"	
krasopis	-	+	3	s	aoi	i		"-u(cvičením zdokonaľované) krásne písanie, kaligrafia; takéto písmo: hodina k-u;písať k-om;"	
kravín	+	-	2	n	aí	í	ín	"-ahosp. budova pre hovädzí dobytok: družstevný k.kravina -y -vínhlúposť, sprostosť: (ne)musí počúvať všelijaké k-y"	
kravinec	+	-	3	c	aie	e	inec	"-ncalajno"	
krčah	+	-	1	h	a	a		"-anádoba s uchom, so zúženým hrdlom (a výbežkom uľahčujúcim liatie); jej obsah; džbán: hlinený k.;k. vína● dovtedy sa chodí s k-om po vodu, kým sa nerozbije riskuje sa obyč. do prvého neúspechu;"	
krček	+	-	1	k	e	e		"-čka :zubný k."	
kŕčik	+	-	1	k	i	i	ik	NOT FOUND	
kŕčok	+	-	1	k	o	o	ok	"-čka, kŕčik -a : detský k.;"	
krčiažtek	+	-	3	k	iae	e		"-a, krčiažok -žka"	
krčiažok	+	-	3	k	iao	o	ok	NOT FOUND	
krčmár	+	-	1	r	á	á		"-ahostinský;"	
kredenc	+	-	2	nc	ee	e		"-apríborník: kuchynský k."	
kredit	-	+	2	t	ei	i		"-u 1.úver;2.vyčíslená hodnota priznaná študentovi po splnení predpísaných podmienok;"	
kremeň	+	-	2	ň	ee	e		"-a 1. nerast vynikajúci tvrdosťou; kysličník kremičitý: úlomok k-a2. v min. kresací kameň: k. a ocieľka● človek ako k. tvrdý, neoblomný, húževnatý;"	
kremenec	+	-	3	c	eee	e	ec	NOT FOUND	
krémeš	+	-	2	š	ée	e		"-akrémovník: francúzsky k."	
kremičitan	-	+	4	n	eiia	a		"-ukremičitany anorg. zlúčeniny kysličníka kremičitého, silikáty"	
kremík	+	-	2	k	eí	í	ík	"-anekovový chem. prvok,Si (použ. ako polovodič ap.);"	
krémovník	+	-	3	k	éoí	í	ník	"-alístkové krémové pečivo; rez z neho"	
krém	-	+	1	m	é	é		"-u 1. polotuhý prípravok na udržiavanie koženej obuvi ap.: k. na topánky2. polotuhý kozmet. prípravok: mastný k., k. na opaľovanie3. sladká kašovitá cukrár. hmota: vanilkový k.;k. do torty;"	
krepdešín	-	+	3	n	eeí	í	ín	"-uhodvábna tkanina s jemným zrnitým povrchom;"	
krepsilon	-	+	3	n	eio	o		NOT FOUND	
krep	-	+	1	p	e	e		"-upružná látka s drobno zvlneným povrchom: hodvábny, bavlnený k.;"	вещество
kreslič	+	-	2	č	ei	i	č	"-akto robí tech. výkresy: k. plánov, k. konštrukčnej kancelárie;"	
kríček	+	-	2	k	íe	e	íček	NOT FOUND	
krík	+	-	1	k	í	í		"-a 1.ker2. ker: okrasné k-y;"	
kriket	-	+	2	t	ie	e		"-ušport. hra, pri kt. sa palicou odráža malá tvrdá lopta;"	
krikľúň	+	-	2	ň	iú	ú		"-akto veľa kričí,často plačúce dieťa: utíšiť malého k-a;"	
krik	-	+	1	k	i	i		"-u 1. hlasný, prenikavý zvuk vydávaný živými tvormi: k. detí;k. opíc vresk, škrek2. hlasný hovor, vykrikovanie: k. kamelotov□ spustiť k. rozkričať sa;(po)robiť k. (s niekým) (vy)vadiť sa● mnoho k-u pre nič veľa zbytočných rečí, rozčuľovania ap."	
