word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
дистиллят	+	-	3	т	иия	я		"— продукт дистилляции; напр., при перегонке нефти дистиллятамибудут бензин, керосин, смазочные масла и др."	
дистиллятор	+	-	4	р	иияо	о	ор	NOT FOUND	
дистих	+	-	2	х	ии	и		"[гр. distichon] — уст. двустишие; элегический д. — см. пентаметр."	
дистресс	+	-	2	сс	ие	е		NOT FOUND	
дистрибутив	+	-	4	в	ииуи	и	ив	NOT FOUND	
дистрикт	+	-	2	кт	ии	и		"[англ, district] — округ (административный, судебный,избирательный) в некоторых странах."	
дисульфан	+	-	3	н	иуа	а	ан	NOT FOUND	
дисульфат	+	-	3	т	иуа	а		NOT FOUND	
дисульфид	+	-	3	д	иуи	и		NOT FOUND	
дисульфонат	+	-	4	т	иуоа	а		NOT FOUND	
дитриглиф	+	-	3	ф	иии	и		NOT FOUND	
диуранат	+	-	4	т	иуаа	а		NOT FOUND	
диурез	+	-	3	з	иуе	е		"[гр. diuresis] — отделение мочи."	
диуретик	+	-	4	к	иуеи	и	ик	NOT FOUND	
