word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
rys	-	+	1	s	y	y		NOT FOUND	
rytmus	-	+	2	s	yu	u		"pravidelné střídání fází nějakého děje"	абстрактное понятие
rádius	+	-	3	s	áiu	u		"1. poloměr; 2. kost vřetenní"	
ráfek	-	+	2	k	áe	e	ek	"obvodová část kola, na kterou se nasazuje pneumatika; obruč, obroučka, obruba, okrajová linka"	
ráj	-	-	1	j	á	á		NOT FOUND	
rákos	-	+	2	s	áo	o		NOT FOUND	
rám	-	+	1	m	á	á		NOT FOUND	
rámec	-	-	2	c	áe	e	ec	NOT FOUND	
rámeček	-	+	3	k	áee	e	ek	NOT FOUND	
rámus	-	+	2	s	áu	u	us	NOT FOUND	
ráz	-	+	1	z	á	á		NOT FOUND	
rébus	-	+	2	s	éu	u		"hádanka se slovní nebo obrazovou nápovědou, hlavolam; něco stěží srozumitelného, složitá otázka"	
rým	-	+	1	m	ý	ý		NOT FOUND	
rýt	-	+	1	t	ý	ý		NOT FOUND	
rýč	-	-	1	č	ý	ý		NOT FOUND	
růst	-	+	1	st	ů	ů		NOT FOUND	
růž	-	-	1	ž	ů	ů		"rtěnka"	
růžek	-	+	2	k	ůe	e	ek	NOT FOUND	
sacharid	-	+	3	d	aai	i		"cukr, glycid"	
sad	-	+	1	d	a	a		NOT FOUND	
sak	-	+	1	k	a	a		NOT FOUND	
salon	-	+	2	n	ao	o		"přijímací, společenská místnost; výstava (obrazů, automobilů)"	
salám	-	+	2	m	aá	á		NOT FOUND	
salát	-	+	2	t	aá	á		"arabsky - "denní, povinná modlitba" - jiné označení pro namáz"	
salón	-	+	2	n	aó	ó		"přijímací, společenská místnost; výstava (obrazů, automobilů)"	
salónek	-	+	3	k	aóe	e	ek	NOT FOUND	
samec	-	-	2	c	ae	e	ec	NOT FOUND	
samet	-	+	2	t	ae	e		"hladká tkanina s krátkým vlasem"	артефакт
samopal	-	+	3	l	aoa	a		NOT FOUND	
saponát	-	+	3	t	aoá	á		"prací, namáčecí a čisticí prostředek"	
sarkofág	-	+	3	g	aoá	á		"1. bohatě zdobená rakev nebo schránka k uložení mrtvého; 2. živočich živící se masem odumřelých živočichů"	артефакт
satan	-	+	2	n	aa	a	an	"1. ďábel, pokušitel, zosobnění zla; 2. jedovatý hřib se světlým, naspodu karmínové červeným kloboukem"	
satelit	-	+	3	t	aei	i		"souputník, průvodce, strážce; měsíc, umělá družice; formálně samostatný, ale politicky a ekonomicky podřízený stát; předměstí nebo menší město"	артефакт
sazebník	-	+	3	k	aeí	í		NOT FOUND	
sbor	-	+	1	r	o	o		NOT FOUND	
sborník	-	+	2	k	oí	í	ník	NOT FOUND	
sběr	-	+	1	r	ě	ě		NOT FOUND	
sběrač	-	-	2	č	ěa	a	ač	NOT FOUND	
schod	-	+	1	d	o	o		NOT FOUND	
schodek	-	+	2	k	oe	e	ek	NOT FOUND	
scénář	-	-	2	ř	éá	á	ář	"textová předloha pro vznik divadelního, filmového, rozhlasového nebo televizního díla; předem připravený postup"	
sedan	+	+	2	n	ea	a	an	"typ uzavřené čtyřdveřové karoserie"	артефакт
sediment	-	+	3	nt	eie	e		"usazenina"	
sedlák	+	-	2	k	eá	á	ák	NOT FOUND	
segment	-	+	2	nt	ee	e		"část, díl, úsek; úsek kruhu, kruhová výseč"	
sejf	-	+	1	jf	e	e		"bezpečnostní schránka, trezor"	артефакт
sek	-	+	1	k	e	e		NOT FOUND	
sekretariát	-	+	5	t	eeaiá	á		"úřadovna, výkonný orgán nějaké instituce"	
sekretář	-	-	3	ř	eeá	á	ář	"1. tajemník; 2. skříň s velkým počtem zásuvek"	
sekt	-	+	1	kt	e	e		"přírodní šumivé víno bohaté kysličníkem uhličitým"	
sektor	-	+	2	r	eo	o		"1. odvětví, úsek, díl; 2. libovolně sestavitelný skříňový nábytek z jednotlivých dílů"	
sekáč	-	-	2	č	eá	á	áč	NOT FOUND	
sekáček	-	+	3	k	eáe	e	ek	NOT FOUND	
semafor	-	+	3	r	eao	o		"mechanické nebo světelné signalizační zařízení; návěstidlo"	артефакт
semestr	-	+	2	str	ee	e		"pololetí, polovina školního roku"	
seminář	-	-	3	ř	eiá	á	ář	"kurs, školení, cvičení; internátní církevní ústav"	
sen	+	+	1	n	e	e		"poslední a stále existující archaická universální řeč lidstva; analytická psychologie rozlišuje mezi běžným jednoduchým snem a archetypovým neboli velkým snem"	
sendvič	-	-	2	č	ei	i	ič	"1. obložený chlebíček; 2. sendvičový (vícevrstvý) panel"	
senzor	-	+	2	r	eo	o		"citlivý element, snímač, čidlo"	
seník	-	+	2	k	eí	í	ík	NOT FOUND	
separátor	-	+	4	r	eaáo	o		NOT FOUND	
septik	-	+	2	k	ei	i		"lokální čistírna odpadních vod"	
seriál	-	+	3	l	eiá	á		"celek složený z více částí uveřejňovaný na pokračování"	
server	-	+	2	r	ee	e		"síťový počítač poskytující služby ostatním uživatelům této sítě"	
servis	-	+	2	s	ei	i		"sada nádobí; opravářská služba, opravna; obsluha, služba; sport. podání"	абстрактное понятие
servomotor	-	+	4	r	eooo	o		NOT FOUND	
servítek	-	+	3	k	eíe	e	ek	"ubrousek"	
sestup	-	+	2	p	eu	u		NOT FOUND	
sesuv	-	+	2	v	eu	u		NOT FOUND	
set	-	+	1	t	e	e		"1. sada; 2. stavebnice"	
setrvačník	-	+	3	k	eaí	í		NOT FOUND	
severovýchod	-	+	5	d	eeoýo	o		NOT FOUND	
sex	-	+	1	x	e	e		"pohlaví; pohlavní pud; pohlavní život; milostné zážitky"	
seznam	-	+	2	m	ea	a		NOT FOUND	
sešit	-	+	2	t	ei	i		NOT FOUND	
shluk	-	+	1	k	u	u		NOT FOUND	
shon	-	+	1	n	o	o		NOT FOUND	
sifon	-	+	2	n	io	o		"sodovka; nádoba na sodovku; speleologie zúžené místo v podzemní krasové chodbě protékané trvale nebo jen občasně vodou; zápachová uzávěrka; násoska"	артефакт
signál	-	+	2	l	iá	á		"smluvené znamení; návěští; signální výtisk"	
sinus	-	+	2	s	iu	u		NOT FOUND	
sirup	-	+	2	p	iu	u		"koncentrovaný roztok cukrů; sladká ovocná šťáva; sladký kapalný lék"	вещество
sjezd	-	+	1	zd	e	e		NOT FOUND	
skafandr	-	+	2	ndr	aa	a		"ochranný hermeticky uzavřený oblek potápěče nebo kosmonauta"	артефакт
skalpel	-	+	2	l	ae	e		"chirurgický operační nůž"	артефакт
skandál	-	+	2	l	aá	á		"veřejná ostuda"	абстрактное понятие
skelet	-	+	2	t	ee	e		"kostra; nosná konstrukce stavby"	
skener	-	+	2	r	ee	e		"čtecí zařízení, snímač grafické informace z papírové předlohy"	артефакт
skepticismus	-	+	4	s	eiiu	u		"pochybování, nedůvěřivost; názor zpochybňující možnost pravdivého poznání"	абстрактное понятие
skeč	-	-	1	č	e	e		"krátký dramatický útvar se satirickým zaměřením"	
sklad	-	+	1	d	a	a		NOT FOUND	
skleník	-	+	2	k	eí	í		NOT FOUND	
sklep	+	+	1	p	e	e		NOT FOUND	
sklon	-	+	1	n	o	o		NOT FOUND	
skluz	-	+	1	z	u	u		NOT FOUND	
skok	-	+	1	k	o	o		NOT FOUND	
skon	-	+	1	n	o	o		NOT FOUND	
skot	-	+	1	t	o	o		NOT FOUND	
skript	-	+	1	pt	i	i		"záznam o průběhu filmování"	
skryt	-	+	1	t	y	y		NOT FOUND	
skus	-	+	1	s	u	u		NOT FOUND	
skutek	-	+	2	k	ue	e	ek	NOT FOUND	
skvost	-	+	1	st	o	o		NOT FOUND	
skútr	-	+	1	tr	ú	ú		"kapotované jednostopé motorové vozidlo"	артефакт
skřipec	-	-	2	c	ie	e	ec	NOT FOUND	
slabikář	-	-	3	ř	aiá	á	ář	NOT FOUND	
slamník	-	+	2	k	aí	í		NOT FOUND	
slang	-	+	1	ng	a	a		"nespisovná mluva pracovní nebo zájmové skupiny"	
sled	-	+	1	d	e	e		NOT FOUND	
slib	-	+	1	b	i	i		NOT FOUND	
sliz	-	+	1	z	i	i		NOT FOUND	
slogan	-	+	2	n	oa	a	an	"reklamní heslo; módní heslo"	
sloh	-	+	1	h	o	o		NOT FOUND	
sloj	-	-	1	j	o	o		NOT FOUND	
sloup	-	+	2	p	ou	u		NOT FOUND	
sloupec	-	-	3	c	oue	e	ec	NOT FOUND	
sloupek	-	+	3	k	oue	e	ek	NOT FOUND	
slovník	-	+	2	k	oí	í		NOT FOUND	
slovníček	-	+	3	k	oíe	e	ek	NOT FOUND	
sluch	-	+	1	ch	u	u		NOT FOUND	
slum	-	+	1	m	u	u		"chudinská čtvrť, brloh"	
slunečník	-	+	3	k	ueí	í		NOT FOUND	
smalt	-	+	1	lt	a	a		NOT FOUND	
smeták	-	+	2	k	eá	á	ák	NOT FOUND	
smetáček	-	+	3	k	eáe	e	ek	NOT FOUND	
smeč	-	-	1	č	e	e		"při síťových hrách útočný úder do míče"	
smrad	-	+	1	d	a	a		NOT FOUND	
smutek	-	+	2	k	ue	e	ek	NOT FOUND	
smyk	-	+	1	k	y	y		"polnohospodarsky nastoj na urovnani pudy"	вещество
smysl	-	+	1	sl	y	y		NOT FOUND	
smyčec	-	-	2	c	ye	e	ec	NOT FOUND	
smích	-	+	1	ch	í	í		NOT FOUND	
smír	-	+	1	r	í	í		NOT FOUND	
směr	-	+	1	r	ě	ě		NOT FOUND	
směšovač	-	-	3	č	ěoa	a	ač	NOT FOUND	
snop	-	+	1	p	o	o		NOT FOUND	
sníh	-	+	1	h	í	í		NOT FOUND	
snímač	-	-	2	č	ía	a	ač	NOT FOUND	
snímek	-	+	2	k	íe	e	ek	NOT FOUND	
sněm	-	+	1	m	ě	ě		NOT FOUND	
socialismus	-	+	5	s	oiaiu	u		"totalitní politický režim jedné strany a ekonomický centrálně řízený systém založený na zespolečenštěném vlastnictví"	абстрактное понятие
socializmus	-	+	5	s	oiaiu	u		"totalitní politický režim jedné strany a ekonomický centrálně řízený systém založený na zespolečenštěném vlastnictví"	абстрактное понятие
software	-	+	3		oae	e		"počítačový program"	
sokl	-	+	1	kl	o	o		"pata podstavce, zdi"	
solitér	-	+	3	r	oié	é		"samotář; jednotlivě se vyskytující věc, jednotlivost"	
son	-	+	1	n	o	o		"fyzikální jednotka pro hlasitost"	
sonet	-	+	2	t	oe	e		"lyrická báseň o čtrnácti verších, znělka"	
soprán	-	+	2	n	oá	á	án	"vysoký ženský hlas; vrchní hlas ve čtyřhlasu"	
sortiment	-	+	3	nt	oie	e		"souhrn produkce nebo nabídky podle typů, druhů., značek, rozměrů a podobné"	
souboj	-	-	3	j	ouo	o		NOT FOUND	
soubor	-	+	3	r	ouo	o		NOT FOUND	
souběh	-	+	3	h	ouě	ě		NOT FOUND	
soucit	-	+	3	t	oui	i		NOT FOUND	
soud	-	+	2	d	ou	u		NOT FOUND	
soudek	-	+	3	k	oue	e	ek	NOT FOUND	
souhlas	-	+	3	s	oua	a		NOT FOUND	
souhrn	-	+	2	hrn	ou	u		NOT FOUND	
soulad	-	+	3	d	oua	a		NOT FOUND	
soumrak	-	+	3	k	oua	a		NOT FOUND	
soundtrack	-	+	3	ck	oua	a		"zvukový záznam, zvuková stopa; gramofonová deska s originálním zvukovým záznamem filmu"	
soupis	-	+	3	s	oui	i		NOT FOUND	
soutok	-	+	3	k	ouo	o		NOT FOUND	
souzvuk	-	+	3	k	ouu	u		NOT FOUND	
součet	-	+	3	t	oue	e		NOT FOUND	
součin	-	+	3	n	oui	i	in	NOT FOUND	
spacák	-	+	2	k	aá	á	ák	NOT FOUND	
spad	-	+	1	d	a	a		NOT FOUND	
spis	-	+	1	s	i	i		NOT FOUND	
splav	-	+	1	v	a	a		NOT FOUND	
splín	-	+	1	n	í	í		"melancholie, zádumčivost, depresivní nálada"	абстрактное понятие
spodek	-	+	2	k	oe	e	ek	NOT FOUND	
spoiler	-	+	3	r	oie	e		"1. aerodynamický štít; 2. rušič vztlaku, interceptor"	артефакт
spoj	-	-	1	j	o	o		NOT FOUND	
spolek	-	+	2	k	oe	e	ek	NOT FOUND	
spor	-	+	1	r	o	o		NOT FOUND	
sport	-	+	1	rt	o	o		NOT FOUND	
sporák	-	+	2	k	oá	á	ák	NOT FOUND	
spotřebič	-	-	3	č	oei	i	ič	NOT FOUND	
spouštěč	-	-	3	č	ouě	ě		NOT FOUND	
spořič	-	-	2	č	oi	i	ič	NOT FOUND	
spratek	-	+	2	k	ae	e	ek	NOT FOUND	
sprej	-	-	1	j	e	e		"rozprašovač, rozstřikovač"	артефакт
spád	-	+	1	d	á	á		NOT FOUND	
spánek	-	+	2	k	áe	e	ek	NOT FOUND	
spár	-	+	1	r	á	á		NOT FOUND	
spínač	-	-	2	č	ía	a	ač	NOT FOUND	
spěch	-	+	1	ch	ě	ě		NOT FOUND	
squash	-	-	2	sh	ua	a		"míčová hra pro dva hráče, kteří raketou odpalují gumový míček od stěn hracího prostoru"	
sraz	-	+	1	z	a	a		NOT FOUND	
srpen	+	-	1	n	e	e		NOT FOUND	
srub	-	+	1	b	u	u		NOT FOUND	
sráz	-	+	1	z	á	á		NOT FOUND	
srůst	-	+	1	st	ů	ů		NOT FOUND	
stadion	-	+	3	n	aio	o		"sportovní cvičiště velkých rozměrů s hledištěm; antická délková míra"	
stah	-	+	1	h	a	a		NOT FOUND	
stan	-	+	1	n	a	a		NOT FOUND	
standard	-	+	2	rd	aa	a		"měřítko, norma, kritérium, obecně uznávaný vzor"	абстрактное понятие
starověk	-	+	3	k	aoě	ě		NOT FOUND	
start	-	+	1	rt	a	a		"počátek, začátek, vzlet"	абстрактное понятие
startér	-	+	2	r	aé	é		"1. ten, kdo provádí start, např. sportovního závodu; 2. spouštěč"	артефакт
statek	-	+	2	k	ae	e	ek	NOT FOUND	
stativ	-	+	2	v	ai	i		"stojan, podstavec"	артефакт
status	-	+	2	s	au	u		"postavení a úloha osoby nebo skupiny, stav věcí, poměrů"	абстрактное понятие
statut	-	+	2	t	au	u		"stanovy, předpis, organizační řád"	
stav	-	+	1	v	a	a		NOT FOUND	
steh	-	+	1	h	e	e		NOT FOUND	
stejnokroj	-	-	3	j	eoo	o		NOT FOUND	
sten	-	+	1	n	e	e		NOT FOUND	
stereotyp	-	+	4	p	eeoy	y		"jednotvárný, ustálený, navyklý vzorec chování a myšlení"	абстрактное понятие
stesk	-	+	1	sk	e	e		NOT FOUND	
stimul	-	+	2	l	iu	u		"podnět"	абстрактное понятие
stisk	-	+	1	sk	i	i		NOT FOUND	
stoh	-	+	1	h	o	o		NOT FOUND	
stoj	-	-	1	j	o	o		NOT FOUND	
stojan	-	+	2	n	oa	a	an	NOT FOUND	
stojánek	-	+	3	k	oáe	e	ek	NOT FOUND	
stolec	-	-	2	c	oe	e	ec	NOT FOUND	
stolek	-	+	2	k	oe	e	ek	NOT FOUND	
stonek	-	+	2	k	oe	e	ek	NOT FOUND	
stop	-	+	1	p	o	o		NOT FOUND	
stožár	-	+	2	r	oá	á		NOT FOUND	
strach	-	+	1	ch	a	a		NOT FOUND	
stratus	-	+	2	s	au	u		"vrstva; sloha, šedá jednotvárná vrstva oblaků"	
strašák	-	+	2	k	aá	á	ák	NOT FOUND	
stres	-	+	1	s	e	e		"zátěž, napětí, tlak; funkční stav, ke kterému dochází při vystavení organizmu mimořádným podmínkám"	
striptýz	-	+	2	z	iý	ý		"postupné svlékání se před obecenstvem"	
stroj	-	-	1	j	o	o		NOT FOUND	
strojek	-	+	2	k	oe	e	ek	NOT FOUND	
strom	-	+	1	m	o	o		NOT FOUND	
stromek	-	+	2	k	oe	e	ek	NOT FOUND	
strop	-	+	1	p	o	o		NOT FOUND	
stroužek	-	+	3	k	oue	e	ek	NOT FOUND	
struk	-	+	1	k	u	u		NOT FOUND	
stud	-	+	1	d	u	u		NOT FOUND	
stupeň	-	-	2	ň	ue	e		NOT FOUND	
stupínek	-	+	3	k	uíe	e	ek	NOT FOUND	
stvol	-	+	1	l	o	o		NOT FOUND	
styk	-	+	1	k	y	y		NOT FOUND	
styl	-	+	1	l	y	y		"sloh, způsob, celkový ráz"	
stánek	-	+	2	k	áe	e	ek	NOT FOUND	
stát	-	+	1	t	á	á		NOT FOUND	
stín	-	+	1	n	í	í		NOT FOUND	
stěrač	-	-	2	č	ěa	a	ač	NOT FOUND	
stěžeň	-	-	2	ň	ěe	e		NOT FOUND	
střed	-	+	1	d	e	e		NOT FOUND	
střep	-	+	1	p	e	e		NOT FOUND	
střet	-	+	1	t	e	e		NOT FOUND	
střevíc	-	-	2	c	eí	í		NOT FOUND	
střih	-	+	1	h	i	i		NOT FOUND	
stříbrný	-	-	2		íý	ý		NOT FOUND	
stůl	-	+	1	l	ů	ů		NOT FOUND	
subjekt	-	+	2	kt	ue	e		"jedinec, jednotlivec; podmět"	абстрактное понятие
substitut	-	+	3	t	uiu	u		"náhradník, zástupce"	
substrát	-	+	2	t	uá	á		"podklad, základ; základní látka, živná půda"	вещество
subsystém	-	+	3	m	uyé	é		NOT FOUND	
suchar	-	+	2	r	ua	a		NOT FOUND	
sud	-	+	1	d	u	u		NOT FOUND	
suk	-	+	1	k	u	u		NOT FOUND	
sulfát	-	+	2	t	uá	á		"síran"	вещество
summit	-	+	2	t	ui	i		"vrchol; setkání nejvyšších představitelů"	
super	-	-	2	r	ue	e		"extra, prima, senzační, fantastický, báječný; špičková kvalita"	
supermarket	-	+	4	t	ueae	e		"velká samoobsluha s rozmanitým sortimentem zboží"	
supervizor	-	+	4	r	ueio	o		"dohlížitel, dozorce, inspektor"	
suterén	-	+	3	n	ueé	é		"podzemní podlaží budovy"	
suvenýr	-	+	3	r	ueý	ý		"památka, upomínkový předmět"	артефакт
svah	-	+	1	h	a	a		NOT FOUND	
sval	-	+	1	l	a	a		NOT FOUND	
svar	-	+	1	r	a	a		NOT FOUND	
svatostánek	-	+	4	k	aoáe	e	ek	NOT FOUND	
svaz	-	+	1	z	a	a		NOT FOUND	
svazek	-	+	2	k	ae	e	ek	NOT FOUND	
svetr	-	+	1	tr	e	e		NOT FOUND	
svit	-	+	1	t	i	i		NOT FOUND	
svitek	-	+	2	k	ie	e	ek	NOT FOUND	
svod	-	+	1	d	o	o		NOT FOUND	
svorník	-	+	2	k	oí	í		NOT FOUND	
svrab	-	+	1	b	a	a		NOT FOUND	
svár	-	+	1	r	á	á		NOT FOUND	
svátek	-	+	2	k	áe	e	ek	NOT FOUND	
svícen	-	+	2	n	íe	e		NOT FOUND	
svěrák	-	+	2	k	ěá	á	ák	NOT FOUND	
svět	+	-	1	t	ě	ě		NOT FOUND	
světadíl	-	+	3	l	ěaí	í		NOT FOUND	
světlomet	-	+	3	t	ěoe	e		NOT FOUND	
světlík	-	+	2	k	ěí	í		NOT FOUND	
swing	-	+	1	ng	i	i		"rytmický styl džezové hudby; houpavý taner"	
symbol	-	+	2	l	yo	o		"znak, značka, znamení; předmět nesoucí hlubší (skrytý) význam"	
symptom	-	+	2	m	yo	o		"příznak"	
systém	-	+	2	m	yé	é		"uspořádaný celek, soustava věcí nebo myšlenek"	абстрактное понятие
sádrokarton	-	+	4	n	áoao	o		NOT FOUND	
sál	-	+	1	l	á	á		NOT FOUND	
sáček	-	+	2	k	áe	e	ek	NOT FOUND	
síran	-	+	2	n	ía	a	an	NOT FOUND	
sítotisk	-	+	3	sk	íoi	i		NOT FOUND	
sňatek	-	+	2	k	ae	e	ek	NOT FOUND	
tablet	-	+	2	t	ae	e		"snímací tabule v podobě desky, vybavená kurzorem, perem s hroty nebo optickým křížem; grafpad"	артефакт
tabulátor	-	+	4	r	auáo	o		"zařízení u psacích strojů nebo počítačů umožňující řazení údajů do tabulek nebo seznamů; klávesa ovládající toto zařízení"	артефакт
tachograf	-	+	3	f	aoa	a		"registrační rychloměr"	артефакт
tachometr	-	+	3	tr	aoe	e		"otáčkoměr, rychloměr"	артефакт
tah	-	+	1	h	a	a		NOT FOUND	
tahač	-	-	2	č	aa	a	ač	NOT FOUND	
tahoun	-	+	3	n	aou	u	oun	NOT FOUND	
tahák	-	+	2	k	aá	á	ák	NOT FOUND	
tajemník	-	+	3	k	aeí	í		NOT FOUND	
takt	-	+	1	kt	a	a		"1. rytmický celek, rytmus; 2. jemné společenské chování; ohleduplnost, šetrnost; citlivost"	
talent	-	+	2	nt	ae	e		"1. vysoké nadání, vloha; mimořádná schopnost; 2. starořecká jednotka hmotnosti"	абстрактное понятие
talisman	-	+	3	n	aia	a	an	"malý předmět pro štěstí nebo ochranu, amulet, maskot"	артефакт
talíř	-	-	2	ř	aí	í		NOT FOUND	
talířek	-	+	3	k	aíe	e	ek	NOT FOUND	
tampon	-	+	2	n	ao	o		"malý kousek vaty nebo gázy; bezešvý kožený balíček užívaný k ručnímu nanášení barev na desku"	артефакт
tandem	-	+	2	m	ae	e		"dvojice; jízdní kolo pro dva jezdce; zadní sedadlo na dvousedadlovém dopravním prostředku"	
tank	-	+	1	nk	a	a		NOT FOUND	
tanker	-	+	2	r	ae	e		"loď pro přepravu tekutých nákladů a plynů; tanková, cisternová loď"	артефакт
tarif	-	+	2	f	ai	i		"sazba, taxa, cena"	
taxis	-	+	2	s	ai	i		NOT FOUND	
taxík	-	+	2	k	aí	í		NOT FOUND	
telefon	-	+	3	n	eeo	o		NOT FOUND	
telegraf	-	+	3	f	eea	a		NOT FOUND	
telegram	-	+	3	m	eea	a		"písemná zpráva, sdělení poslané telegrafickou cestou"	артефакт
teleskop	-	+	3	p	eeo	o		"dalekohled"	артефакт
temperament	-	+	4	nt	eeae	e		"živost; povaha, letora, osobnostní struktura, soubor dynamických osobnostních vlastností"	абстрактное понятие
tendr	-	+	1	ndr	e	e		"1. veřejná nabídková soutěž, výzva; 2. zásobník paliva a vody pro parní lokomotivy"	
tenor	-	+	2	r	eo	o		"vysoký mužský hlas; basová křídlovka; ve starších skladbách základní tón, na němž se recituje text"	
tenzor	-	+	2	r	eo	o		"zobecnění vektoru"	
tep	-	+	1	p	e	e		NOT FOUND	
terminál	-	+	3	l	eiá	á		"překladiště, konečná stanice; vstupní a výstupní zařízení počítače"	артефакт
terminátor	-	+	4	r	eiáo	o		"kdo nebo co končí nebo dokončuje;rozhraní mezi osvětlenou a neosvětlenou částí tělesa sluneční soustavy"	
termín	-	+	2	n	eí	í		"1. odborný výraz, název; 2. lhůta, období, stanovený den"	
teror	-	+	2	r	eo	o		"násilí, hrozba násilím, zastrašování; hrůzovláda"	абстрактное понятие
terén	-	+	2	n	eé	é		"volná krajina, venek, exteriér; místo výskytu; pozemek, stavební místo"	
terč	-	-	1	rč	e	e		NOT FOUND	
test	-	+	1	st	e	e		"zkouška schopnosti, zdatnosti, jakosti, znalostí"	
tesák	-	+	2	k	eá	á	ák	NOT FOUND	
text	-	+	1	xt	e	e		"1. záznam jazykového projevu; 2. písmo o velikosti 20 bodů"	
textil	-	+	2	l	ei	i		NOT FOUND	
tik	-	+	1	k	i	i		"záškuby způsobené nervovými poruchami"	
tiket	-	+	2	t	ie	e		"formulář na sázení, sázenka"	
tip	-	+	1	p	i	i		"odhad výsledku"	
tisk	-	+	1	sk	i	i		NOT FOUND	
tiskopis	-	+	3	s	ioi	i		NOT FOUND	
titul	-	+	2	l	iu	u		"vyjádření hodnosti; nadpis; název díla"	абстрактное понятие
titulek	-	+	3	k	iue	e	ek	"název, nadpis; psaný text na filmu"	
tlach	-	+	1	ch	a	a		NOT FOUND	
tlak	-	+	1	k	a	a		NOT FOUND	
tlakoměr	-	+	3	r	aoě	ě		NOT FOUND	
tlampač	-	-	2	č	aa	a	ač	NOT FOUND	
tlukot	-	+	2	t	uo	o	ot	NOT FOUND	
tlumič	-	-	2	č	ui	i	ič	NOT FOUND	
tmel	-	+	1	l	e	e		NOT FOUND	
toast	-	+	2	st	oa	a		"bez tuku opečený bílý chléb; topinka"	
tobogán	-	+	3	n	ooá	á	án	NOT FOUND	
tok	-	+	1	k	o	o		NOT FOUND	
tomahawk	-	+	3	wk	oaa	a		"válečná vrhací zbraň severoamerických indiánů, kamenná sekera s dřevěnou rukojetí nebo hůl s hlavicí"	артефакт
toner	-	+	2	r	oe	e		"práškový pigment užívaný u kopírovacích strojů a tiskáren"	вещество
tonik	-	+	2	k	oi	i		"šumivý chininový nápoj"	вещество
torpédoborec	-	-	5	c	oéooe	e	ec	NOT FOUND	
tovar	-	+	2	r	oa	a		NOT FOUND	
toxin	-	+	2	n	oi	i	in	"bakteriální rostlinný nebo živočišný jed"	вещество
trajekt	-	+	2	kt	ae	e		"plavidlo na přepravu automobilů a železničních souprav"	
trakař	-	-	2	ř	aa	a	ař	NOT FOUND	
trakt	-	+	1	kt	a	a		"1. část budovy; souvislá řada budov ; 2. ústrojí, např. zažívací"	
traktor	-	+	2	r	ao	o		"1. motorové vozidlo k tažení, popř. pohonů strojů nebo nářadí; 2. posunovač papíru u tiskárny"	артефакт
traktát	-	+	2	t	aá	á		"dlouhé učené pojednání; nudný a rozvláčný spis nebo projev"	
tramp	-	+	1	mp	a	a		"táborník ve volné přírodě"	
trans	-	+	1	ns	a	a		"hypnotický nebo extatický stav; mrákotný stav"	
transport	-	+	2	rt	ao	o		"doprava, přenos"	
transportér	-	+	3	r	aoé	é		NOT FOUND	
tranzit	-	+	2	t	ai	i		"přeprava, přejezd přes území jiného státu"	
trapas	-	+	2	s	aa	a		NOT FOUND	
trend	-	+	1	nd	e	e		"celkový, obecný sklon, směřování, vývojová tendence"	абстрактное понятие
trest	-	+	1	st	e	e		NOT FOUND	
trezor	-	+	2	r	eo	o		"bezpečnostní schránka nebo místnost k úschově peněz, cenností"	
trhák	-	+	1	k	á	á	ák	NOT FOUND	
triatlon	-	+	3	n	iao	o		"sportovní soutěž sestávající ze tří bezprostředně po sobě následujících disciplín (plavání, jízda na kole, běh)"	
tribut	-	+	2	t	iu	u		"daň; poplatek"	
triedr	-	+	2	dr	ie	e		"binokulární hranolový dalekohled dávající nepřevrácený obraz"	
trik	-	+	1	k	i	i		"1. lest, úskok; důvtipný zásah; 2. způsob snímání nebo zpracování kinematografického obrazu, kterým se určité situaci dodává dojem skutečnosti"	
trinitrotoluen	-	+	6	n	iiooue	e		"druh výbušniny, trhaviny; tritol"	
triumvirát	-	+	4	t	iuiá	á		"spojenectví, sdružení tří lidí; tříčlenný vládní sbor"	абстрактное понятие
trofej	-	-	2	j	oe	e		"1. upomínka na lov, upravený úlovek nebo část úlovku; 2. cena za vynikající výkon"	артефакт
trojboj	-	-	2	j	oo	o		NOT FOUND	
trojlístek	-	+	3	k	oíe	e	ek	NOT FOUND	
trojnásobek	-	+	4	k	oáoe	e	ek	NOT FOUND	
trojskok	-	+	2	k	oo	o		NOT FOUND	
trolejbus	-	+	3	s	oeu	u		"Vozidlo zpravidla učeno k hromadné přepravě osob poháněno elektromotory, které jsou napájeny z trolejového vedení."	артефакт
trubač	-	-	2	č	ua	a	ač	NOT FOUND	
truc	-	+	1	c	u	u		NOT FOUND	
trumf	-	+	1	mf	u	u		"karta přebíjející ostatní; pádný důvod, nezvratný důkaz"	артефакт
trup	-	+	1	p	u	u		NOT FOUND	
trus	-	+	1	s	u	u		NOT FOUND	
trust	-	+	1	st	u	u		"forma sdružení podniků, které nemají vlastní výrobní, obchodní ani správní samostatnost"	абстрактное понятие
trychtýř	-	-	2	ř	yý	ý		NOT FOUND	
trysk	-	+	1	sk	y	y		NOT FOUND	
tryskáč	-	-	2	č	yá	á	áč	NOT FOUND	
trám	-	+	1	m	á	á		NOT FOUND	
trávník	-	+	2	k	áí	í		NOT FOUND	
trénink	-	+	2	nk	éi	i		"výcvik, příprava"	
tucet	-	+	2	t	ue	e		NOT FOUND	
tuk	-	+	1	k	u	u		NOT FOUND	
tunel	-	+	2	l	ue	e		NOT FOUND	
